data,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,TERRA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,17,2.7,1.0,-13.017999999999999,-41.347,125.4,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,17,1.2,1.0,-12.9413,-41.3116,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-07-05,NOAA-19,Brasil,BAHIA,PALMEIRAS,Caatinga,40,0.0,1.0,-12.6775,-41.5228,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9594,-41.3063,30.2,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,17,2.7,1.0,-13.0202,-41.3469,28.9,PARNA DA CHAPADA DA DIAMANTINA
2020-04-03,NOAA-20,Brasil,BAHIA,LENCOIS,Caatinga,5,0.0,0.5,-12.519,-41.3945,,PARNA DA CHAPADA DA DIAMANTINA
2020-05-31,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,5,0.0,1.0,-12.7039,-41.4793,9.3,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,16,2.9,1.0,-13.0168,-41.3554,4.4,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.9369,-41.3787,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,MSG-03,Brasil,BAHIA,MUCUGE,Caatinga,14,0.0,1.0,-12.95,-41.34,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,AQUA_M-T,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.958,-41.306999999999995,88.9,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,17,2.7,1.0,-13.0155,-41.3458,61.9,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,17,1.1,1.0,-12.942,-41.3089,2.7,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,14,0.0,1.0,-12.9487,-41.3241,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.93,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.933,-41.3512,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9238,-41.3181,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-18D,Brasil,BAHIA,MUCUGE,Caatinga,15,0.0,1.0,-12.9531,-41.3275,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,METOP-C,Brasil,BAHIA,MUCUGE,Caatinga,15,0.0,1.0,-12.9245,-41.4309,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,14,0.0,1.0,-12.9401,-41.3339,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.93,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9335,-41.3159,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-03,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,11,0.0,1.0,-12.8972,-41.3189,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-18D,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9518,-41.3189,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
